Year,Sex,Type,Cancer_Type,Age_0_to_4,Age_5_to_9,Age_10_to_14,Age_15_to_19,Age_20_to_24,Age_25_to_29,Age_30_to_34,Age_35_to_39,Age_40_to_44,Age_45_to_49,Age_50_to_54,Age_55_to_59,Age_60_to_64,Age_65_to_69,Age_70_to_74,Age_75_to_79,Age_80_to_84,Age_85+,Age_Unknown,Sum
1981,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,24.0,59.0,52.0,65.0,58.0,36.0,32.0,21.0,0.0,
1982,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,10.0,30.0,33.0,66.0,43.0,68.0,47.0,29.0,9.0,0.0,
1983,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,12.0,27.0,42.0,55.0,70.0,56.0,51.0,34.0,18.0,0.0,
1984,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,8.0,22.0,43.0,69.0,83.0,59.0,65.0,35.0,18.0,0.0,
1985,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,12.0,31.0,42.0,63.0,82.0,71.0,70.0,31.0,18.0,0.0,
1986,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,7.0,28.0,39.0,71.0,81.0,66.0,47.0,24.0,28.0,0.0,
1987,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,4.0,22.0,45.0,91.0,83.0,76.0,52.0,40.0,15.0,0.0,
1988,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,19.0,22.0,49.0,81.0,103.0,84.0,69.0,40.0,30.0,0.0,
1989,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,22.0,30.0,54.0,65.0,103.0,90.0,73.0,41.0,15.0,0.0,
1990,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,6.0,8.0,29.0,52.0,77.0,110.0,80.0,67.0,43.0,22.0,0.0,
1991,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,12.0,34.0,41.0,89.0,82.0,95.0,77.0,49.0,26.0,0.0,
1992,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,20.0,37.0,57.0,73.0,116.0,82.0,73.0,52.0,33.0,0.0,
1993,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,6.0,16.0,34.0,47.0,72.0,104.0,99.0,64.0,57.0,44.0,0.0,
1994,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,14.0,21.0,41.0,44.0,76.0,96.0,101.0,78.0,54.0,37.0,0.0,
1995,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,9.0,19.0,41.0,50.0,66.0,109.0,116.0,90.0,64.0,41.0,0.0,
1996,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,21.0,31.0,33.0,78.0,105.0,110.0,101.0,71.0,45.0,0.0,
1997,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,12.0,27.0,39.0,49.0,80.0,105.0,124.0,93.0,71.0,50.0,0.0,
1998,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,13.0,46.0,47.0,74.0,99.0,129.0,104.0,65.0,56.0,0.0,
1999,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,9.0,14.0,45.0,48.0,76.0,83.0,125.0,104.0,77.0,58.0,0.0,
2000,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,13.0,20.0,47.0,54.0,80.0,98.0,108.0,127.0,64.0,66.0,0.0,
2001,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,7.0,28.0,44.0,71.0,56.0,89.0,133.0,118.0,82.0,63.0,0.0,
2002,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,30.0,38.0,58.0,83.0,98.0,104.0,108.0,89.0,66.0,0.0,
2003,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,14.0,19.0,42.0,82.0,84.0,107.0,133.0,124.0,91.0,61.0,0.0,
2004,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,10.0,30.0,58.0,86.0,80.0,92.0,121.0,127.0,96.0,63.0,0.0,
2005,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,11.0,26.0,41.0,80.0,92.0,107.0,130.0,135.0,109.0,70.0,0.0,
2006,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,10.0,28.0,53.0,69.0,103.0,118.0,119.0,113.0,121.0,67.0,0.0,
2007,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,17.0,33.0,49.0,81.0,96.0,102.0,110.0,122.0,101.0,76.0,0.0,
2008,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,11.0,22.0,46.0,83.0,103.0,118.0,126.0,123.0,114.0,95.0,0.0,
2009,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,16.0,27.0,48.0,71.0,91.0,124.0,134.0,103.0,110.0,93.0,0.0,
2010,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,15.0,24.0,55.0,75.0,134.0,131.0,129.0,116.0,105.0,78.0,0.0,
2011,Male,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,9.0,20.0,50.0,85.0,122.0,139.0,122.0,120.0,110.0,120.0,0.0,
1968,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,9.0,10.0,8.0,23.0,24.0,25.0,17.0,13.0,0.0,
1969,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,7.0,8.0,10.0,20.0,21.0,23.0,20.0,1.0,
1970,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,14.0,11.0,16.0,16.0,21.0,28.0,18.0,14.0,0.0,
1971,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,13.0,9.0,19.0,10.0,19.0,32.0,18.0,12.0,0.0,
1972,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,10.0,9.0,14.0,20.0,26.0,29.0,19.0,14.0,0.0,
1973,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,11.0,16.0,17.0,10.0,22.0,29.0,27.0,15.0,0.0,
1974,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,18.0,19.0,13.0,24.0,17.0,27.0,24.0,0.0,
1975,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,8.0,9.0,18.0,22.0,25.0,25.0,33.0,27.0,0.0,
1976,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,9.0,19.0,25.0,14.0,25.0,32.0,28.0,29.0,0.0,
1977,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,8.0,15.0,18.0,23.0,29.0,25.0,24.0,16.0,0.0,
1978,Female,Mortality,Oesophageal cancer,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,10.0,18.0,23.0,24.0,29.0,32.0,30.0,33.0,0.0,
1979,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,13.0,14.0,39.0,23.0,30.0,33.0,21.0,0.0,
1980,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,25.0,20.0,21.0,30.0,25.0,25.0,24.0,0.0,
1981,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,7.0,8.0,13.0,31.0,33.0,26.0,29.0,38.0,0.0,
1982,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3.0,8.0,11.0,26.0,25.0,28.0,29.0,30.0,24.0,0.0,
1983,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,11.0,25.0,31.0,33.0,34.0,30.0,35.0,0.0,
1984,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,29.0,30.0,44.0,24.0,38.0,33.0,0.0,
1985,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,18.0,29.0,35.0,45.0,40.0,35.0,37.0,0.0,
1986,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,15.0,23.0,16.0,43.0,40.0,33.0,37.0,0.0,
1987,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,10.0,9.0,29.0,39.0,43.0,45.0,41.0,39.0,0.0,
1988,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,6.0,22.0,19.0,37.0,39.0,44.0,46.0,57.0,0.0,
1989,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,14.0,30.0,37.0,50.0,42.0,42.0,46.0,0.0,
1990,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,12.0,24.0,32.0,33.0,39.0,40.0,34.0,0.0,
1991,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,4.0,10.0,24.0,46.0,50.0,49.0,45.0,43.0,0.0,
1992,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,6.0,5.0,24.0,39.0,34.0,41.0,51.0,50.0,0.0,
1993,Female,Mortality,Oesophageal cancer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,9.0,8.0,16.0,37.0,55.0,47.0,45.0,54.0,0.0,
1994,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,9.0,22.0,29.0,55.0,56.0,57.0,61.0,0.0,
1995,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,5.0,16.0,23.0,26.0,51.0,60.0,55.0,53.0,0.0,
1996,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,10.0,11.0,19.0,45.0,57.0,56.0,58.0,59.0,0.0,
1997,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,8.0,9.0,11.0,37.0,45.0,52.0,39.0,77.0,0.0,
1998,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,12.0,13.0,19.0,31.0,46.0,57.0,71.0,76.0,0.0,
1999,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,7.0,13.0,17.0,28.0,50.0,58.0,48.0,64.0,0.0,
2000,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,7.0,15.0,16.0,22.0,35.0,49.0,46.0,89.0,0.0,
2001,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,15.0,19.0,32.0,53.0,61.0,52.0,91.0,0.0,
2002,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,7.0,17.0,22.0,28.0,48.0,46.0,65.0,78.0,0.0,
2003,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,11.0,24.0,10.0,38.0,41.0,70.0,71.0,87.0,0.0,
2004,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,14.0,9.0,23.0,28.0,40.0,59.0,59.0,76.0,0.0,
2005,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,7.0,19.0,23.0,36.0,47.0,59.0,77.0,94.0,0.0,
2006,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,10.0,14.0,19.0,28.0,35.0,60.0,66.0,106.0,0.0,
2007,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,4.0,12.0,10.0,21.0,22.0,23.0,68.0,76.0,83.0,0.0,
2008,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,12.0,15.0,29.0,29.0,40.0,47.0,77.0,108.0,0.0,
2009,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,11.0,16.0,27.0,39.0,38.0,40.0,72.0,102.0,0.0,
2010,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,5.0,9.0,14.0,35.0,22.0,35.0,42.0,65.0,98.0,0.0,
2011,Female,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,11.0,13.0,24.0,26.0,54.0,45.0,57.0,91.0,0.0,
1968,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,11.0,23.0,30.0,34.0,60.0,69.0,50.0,52.0,24.0,0.0,
1969,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,16.0,20.0,38.0,38.0,48.0,46.0,59.0,44.0,28.0,1.0,
1970,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,16.0,27.0,46.0,57.0,56.0,54.0,66.0,40.0,27.0,0.0,
1971,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,28.0,40.0,52.0,55.0,64.0,60.0,44.0,31.0,0.0,
1972,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,28.0,45.0,59.0,70.0,74.0,63.0,34.0,25.0,0.0,
1973,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,17.0,31.0,45.0,58.0,72.0,71.0,75.0,44.0,25.0,0.0,
1974,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,17.0,35.0,47.0,66.0,63.0,58.0,50.0,52.0,38.0,0.0,
1975,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,16.0,34.0,48.0,56.0,85.0,83.0,64.0,62.0,43.0,0.0,
1976,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,21.0,45.0,65.0,73.0,65.0,59.0,64.0,52.0,42.0,0.0,
1977,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,19.0,47.0,50.0,72.0,93.0,83.0,69.0,43.0,37.0,0.0,
1978,Persons,Mortality,Oesophageal cancer,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,9.0,38.0,63.0,79.0,88.0,85.0,63.0,52.0,53.0,0.0,
1979,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,13.0,28.0,53.0,56.0,109.0,83.0,65.0,62.0,43.0,0.0,
1980,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,15.0,32.0,62.0,67.0,87.0,81.0,65.0,62.0,33.0,0.0,
1981,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,13.0,31.0,67.0,65.0,96.0,91.0,62.0,61.0,59.0,0.0,
1982,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,13.0,38.0,44.0,92.0,68.0,96.0,76.0,59.0,33.0,0.0,
1983,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,6.0,16.0,35.0,53.0,80.0,101.0,89.0,85.0,64.0,53.0,0.0,
1984,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,6.0,9.0,25.0,46.0,98.0,113.0,103.0,89.0,73.0,51.0,0.0,
1985,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,6.0,16.0,35.0,60.0,92.0,117.0,116.0,110.0,66.0,55.0,0.0,
1986,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,8.0,34.0,54.0,94.0,97.0,109.0,87.0,57.0,65.0,0.0,
1987,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,7.0,32.0,54.0,120.0,122.0,119.0,97.0,81.0,54.0,0.0,
1988,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,7.0,23.0,28.0,71.0,100.0,140.0,123.0,113.0,86.0,87.0,0.0,
1989,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,23.0,35.0,68.0,95.0,140.0,140.0,115.0,83.0,61.0,0.0,
1990,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,7.0,14.0,32.0,64.0,101.0,142.0,113.0,106.0,83.0,56.0,0.0,
1991,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,8.0,13.0,38.0,51.0,113.0,128.0,145.0,126.0,94.0,69.0,0.0,
1992,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,12.0,24.0,43.0,62.0,97.0,155.0,116.0,114.0,103.0,83.0,0.0,
1993,Persons,Mortality,Oesophageal cancer,1.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,9.0,18.0,43.0,55.0,88.0,141.0,154.0,111.0,102.0,98.0,0.0,
1994,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,16.0,26.0,48.0,53.0,98.0,125.0,156.0,134.0,111.0,98.0,0.0,
1995,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,1.0,2.0,2.0,7.0,11.0,21.0,46.0,66.0,89.0,135.0,167.0,150.0,119.0,94.0,0.0,
1996,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,26.0,41.0,44.0,97.0,150.0,167.0,157.0,129.0,104.0,0.0,
1997,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,1.0,0.0,2.0,7.0,13.0,33.0,47.0,58.0,91.0,142.0,169.0,145.0,110.0,127.0,0.0,
1998,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,8.0,16.0,58.0,60.0,93.0,130.0,175.0,161.0,136.0,132.0,0.0,
1999,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,14.0,18.0,52.0,61.0,93.0,111.0,175.0,162.0,125.0,122.0,0.0,
2000,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,3.0,1.0,6.0,15.0,23.0,54.0,69.0,96.0,120.0,143.0,176.0,110.0,155.0,0.0,
2001,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,7.0,36.0,55.0,86.0,75.0,121.0,186.0,179.0,134.0,154.0,0.0,
2002,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,12.0,33.0,45.0,75.0,105.0,126.0,152.0,154.0,154.0,144.0,0.0,
2003,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,1.0,1.0,3.0,10.0,17.0,22.0,53.0,106.0,94.0,145.0,174.0,194.0,162.0,148.0,0.0,
2004,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,13.0,33.0,72.0,95.0,103.0,120.0,161.0,186.0,155.0,139.0,0.0,
2005,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,14.0,30.0,48.0,99.0,115.0,143.0,177.0,194.0,186.0,164.0,0.0,
2006,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,13.0,32.0,63.0,83.0,122.0,146.0,154.0,173.0,187.0,173.0,0.0,
2007,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,18.0,37.0,61.0,91.0,117.0,124.0,133.0,190.0,177.0,159.0,0.0,
2008,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,12.0,26.0,58.0,98.0,132.0,147.0,166.0,170.0,191.0,203.0,0.0,
2009,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,17.0,33.0,59.0,87.0,118.0,163.0,172.0,143.0,182.0,195.0,0.0,
2010,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,19.0,29.0,64.0,89.0,169.0,153.0,164.0,158.0,170.0,176.0,0.0,
2011,Persons,Mortality,Oesophageal cancer,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,10.0,23.0,61.0,98.0,146.0,165.0,176.0,165.0,167.0,211.0,0.0,
1968,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1969,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1970,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1971,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1972,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1973,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1974,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1975,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1976,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1977,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1978,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1979,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1980,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1981,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1982,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1983,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1984,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1985,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1986,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1987,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1988,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1989,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1990,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1991,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1992,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1993,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1994,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1995,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1996,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1997,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1998,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1999,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
2000,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
2001,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
2002,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
2003,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
2004,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
2005,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
2006,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
2007,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
2008,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
2009,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
2010,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
2011,Male,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1968,Female,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1969,Female,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1970,Female,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1971,Female,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1972,Female,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1973,Female,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1974,Female,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
1975,Female,Incidence,Ovarian cancer,,,,,,,,,,,,,,,,,,,,
